pk_objects00.frame,pk_objects00.object_id,color01.color
260,1,blue
261,1,blue
262,1,blue
263,1,blue
264,1,blue
265,1,blue
266,1,blue
267,1,blue
268,1,blue
269,1,blue
270,1,blue
271,1,blue
272,1,blue
273,1,blue
274,1,blue
275,1,blue
276,1,blue
277,1,blue
278,1,blue
279,1,blue
280,1,blue
281,1,blue
282,1,blue
283,1,blue
284,1,blue
285,1,blue
286,1,blue
287,1,blue
288,1,blue
289,1,blue
290,1,blue
291,1,blue
292,1,blue
293,1,blue
294,1,blue
295,1,blue
296,1,blue
297,1,blue
298,1,blue
299,1,blue
300,1,blue
301,1,blue
302,1,blue
303,1,blue
304,1,blue
305,1,blue
306,1,grayish_blue
307,1,grayish_blue
308,1,grayish_blue
309,1,grayish_blue
310,1,grayish_blue
311,1,grayish_blue
312,1,grayish_blue
313,1,grayish_blue
314,1,grayish_blue
315,1,grayish_blue
316,1,grayish_blue
317,1,grayish_blue
318,1,grayish_blue
319,1,grayish_blue
320,1,grayish_blue
321,1,grayish_blue
322,1,grayish_blue
323,1,grayish_blue
324,1,grayish_blue
325,1,grayish_blue
326,1,grayish_blue
327,1,grayish_blue
328,1,grayish_blue
329,1,grayish_blue
330,1,grayish_blue
331,1,grayish_blue
332,1,grayish_blue
333,1,grayish_blue
334,1,grayish_blue
335,1,grayish_blue
336,1,grayish_blue
337,1,grayish_blue
338,1,grayish_blue
339,1,grayish_blue
340,1,grayish_blue
341,1,grayish_blue
342,1,grayish_blue
343,1,grayish_blue
344,1,grayish_blue
345,1,grayish_blue
346,1,grayish_blue
347,1,grayish_blue
348,1,grayish_blue
349,1,grayish_blue
350,1,grayish_blue
351,1,grayish_blue
626,1,black
627,1,black
628,1,black
629,1,black
630,1,black
631,1,black
632,1,black
633,1,black
634,1,black
635,1,black
636,1,black
637,1,black
638,1,black
639,1,black
640,1,black
641,1,black
642,1,black
643,1,black
644,1,black
645,1,black
646,1,black
647,1,black
648,1,black
649,1,black
650,1,black
651,1,black
652,1,black
653,1,black
654,1,black
655,1,black
656,1,black
657,1,black
658,1,black
659,1,black
660,1,black
661,1,black
662,1,black
663,1,black
664,1,black
665,1,black
666,1,black
667,1,black
668,1,black
669,1,black
670,1,grayish_blue
671,1,grayish_blue
672,1,grayish_blue
673,1,grayish_blue
674,1,grayish_blue
675,1,grayish_blue
676,1,grayish_blue
677,1,grayish_blue
678,1,grayish_blue
679,1,grayish_blue
680,1,grayish_blue
681,1,grayish_blue
682,1,grayish_blue
683,1,grayish_blue
684,1,grayish_blue
685,1,grayish_blue
686,1,grayish_blue
687,1,grayish_blue
688,1,grayish_blue
689,1,grayish_blue
690,1,grayish_blue
691,1,grayish_blue
692,1,grayish_blue
693,1,grayish_blue
694,1,grayish_blue
695,1,grayish_blue
696,1,grayish_blue
697,1,grayish_blue
698,1,grayish_blue
699,1,grayish_blue
700,1,grayish_blue
701,1,grayish_blue
702,1,grayish_blue
703,1,grayish_blue
704,1,grayish_blue
705,1,grayish_blue
706,1,grayish_blue
707,1,grayish_blue
708,1,grayish_blue
709,1,grayish_blue
710,1,grayish_blue
711,1,grayish_blue
712,1,grayish_blue
713,1,grayish_blue
714,1,grayish_blue
715,1,grayish_blue
716,1,grayish_blue
717,1,grayish_blue
718,1,grayish_blue
719,1,grayish_blue
720,1,grayish_blue
721,1,grayish_blue
722,1,grayish_blue
723,1,grayish_blue
724,1,grayish_blue
725,1,grayish_blue
726,1,grayish_blue
727,1,grayish_blue
728,1,grayish_blue
729,1,grayish_blue
730,1,grayish_blue
731,1,grayish_blue
732,1,grayish_blue
733,1,grayish_blue
734,1,grayish_blue
735,1,grayish_blue
736,1,grayish_blue
737,1,grayish_blue
738,1,grayish_blue
739,1,grayish_blue
740,1,grayish_blue
741,1,grayish_blue
742,1,grayish_blue
743,1,grayish_blue
744,1,grayish_blue
745,1,grayish_blue
746,1,grayish_blue
747,1,grayish_blue
748,1,grayish_blue
749,1,grayish_blue
750,1,grayish_blue
751,1,grayish_blue
752,1,grayish_blue
753,1,grayish_blue
754,1,grayish_blue
755,1,grayish_blue
756,1,grayish_blue
757,1,grayish_blue
758,1,grayish_blue
759,1,grayish_blue
760,1,grayish_blue
761,1,grayish_blue
762,1,grayish_blue
763,1,grayish_blue
764,1,grayish_blue
765,1,grayish_blue
766,1,grayish_blue
767,1,grayish_blue
768,1,grayish_blue
769,1,grayish_blue
770,1,grayish_blue
771,1,grayish_blue
772,1,grayish_blue
773,1,grayish_blue
774,1,grayish_blue
775,1,grayish_blue
776,1,grayish_blue
777,1,grayish_blue
778,1,grayish_blue
779,1,grayish_blue
780,1,grayish_blue
781,1,grayish_blue
782,1,grayish_blue
783,1,grayish_blue
784,1,grayish_blue
785,1,grayish_blue
786,1,grayish_blue
787,1,grayish_blue
788,1,grayish_blue
789,1,grayish_blue
790,1,grayish_blue
791,1,grayish_blue
792,1,grayish_blue
793,1,grayish_blue
794,1,grayish_blue
795,1,grayish_blue
796,1,grayish_blue
797,1,grayish_blue
798,1,grayish_blue
799,1,grayish_blue
800,1,grayish_blue
801,1,grayish_blue
802,1,grayish_blue
803,1,grayish_blue
804,1,grayish_blue
805,1,grayish_blue
806,1,grayish_blue
807,1,grayish_blue
808,1,grayish_blue
809,1,grayish_blue
810,1,grayish_blue
811,1,grayish_blue
812,1,grayish_blue
813,1,black
814,1,black
815,1,black
816,1,black
817,1,black
818,1,black
819,1,black
820,1,black
821,1,black
822,1,black
823,1,black
824,1,black
825,1,black
826,1,black
827,1,black
828,1,black
829,1,black
830,1,black
831,1,black
832,1,black
833,1,black
834,1,black
835,1,black
836,1,black
837,1,black
838,1,black
839,1,black
840,1,black
841,1,black
842,1,black
843,1,black
844,1,black
845,1,black
846,1,black
847,1,black
848,1,black
849,1,black
850,1,black
851,1,black
852,1,black
853,1,black
854,1,black
855,1,black
856,1,black
857,1,black
858,1,black
859,1,black
860,1,black
861,1,black
862,1,black
863,1,black
864,1,black
865,1,black
866,1,black
867,1,black
868,1,black
869,1,black
870,1,black
871,1,black
872,1,black
873,1,black
874,1,black
875,1,black
876,1,black
877,1,black
878,1,black
879,1,black
880,1,black
881,1,black
882,1,black
883,1,black
884,1,black
885,1,black
886,1,black
887,1,black
888,1,black
889,1,black
890,1,black
891,1,black
892,1,black
893,1,black
894,1,black
895,1,grayish_blue
896,1,grayish_blue
897,1,black
898,1,black
899,1,black
900,1,black
901,1,black
902,1,black
903,1,black
904,1,black
905,1,grayish_blue
906,1,black
907,1,black
908,1,grayish_blue
909,1,grayish_blue
910,1,grayish_blue
911,1,black
912,1,black
913,1,black
914,1,grayish_blue
915,1,grayish_blue
916,1,grayish_blue
917,1,grayish_blue
918,1,grayish_blue
919,1,black
920,1,black
921,1,black
922,1,black
923,1,black
924,1,black
925,1,black
926,1,black
927,1,grayish_blue
928,1,grayish_blue
929,1,grayish_blue
930,1,grayish_blue
931,1,grayish_blue
932,1,grayish_blue
933,1,grayish_blue
934,1,grayish_blue
935,1,black
936,1,grayish_blue
937,1,black
938,1,black
939,1,black
940,1,black
941,1,grayish_blue
942,1,grayish_blue
943,1,black
944,1,black
945,1,grayish_blue
946,1,grayish_blue
947,1,grayish_blue
948,1,grayish_blue
949,1,black
950,1,black
951,1,black
952,1,black
953,1,black
954,1,black
955,1,black
956,1,black
957,1,black
958,1,black
959,1,black
960,1,black
961,1,black
962,1,black
963,1,grayish_blue
964,1,grayish_blue
965,1,grayish_blue
966,1,grayish_blue
967,1,grayish_blue
968,1,grayish_blue
969,1,grayish_blue
970,1,grayish_blue
971,1,grayish_blue
972,1,grayish_blue
973,1,grayish_blue
974,1,grayish_blue
975,1,grayish_blue
976,1,grayish_blue
977,1,grayish_blue
978,1,grayish_blue
979,1,grayish_blue
980,1,grayish_blue
981,1,grayish_blue
982,1,grayish_blue
983,1,grayish_blue
984,1,grayish_blue
985,1,grayish_blue
986,1,grayish_blue
987,1,grayish_blue
988,1,grayish_blue
989,1,grayish_blue
990,1,grayish_blue
991,1,grayish_blue
992,1,grayish_blue
993,1,grayish_blue
994,1,grayish_blue
995,1,grayish_blue
996,1,grayish_blue
997,1,grayish_blue
998,1,grayish_blue
999,1,grayish_blue
1000,1,grayish_blue
1001,1,grayish_blue
1002,1,grayish_blue
1003,1,grayish_blue
1004,1,grayish_blue
1005,1,grayish_blue
1006,1,grayish_blue
1007,1,grayish_blue
1008,1,grayish_blue
1009,1,grayish_blue
1010,1,grayish_blue
1011,1,grayish_blue
1012,1,grayish_blue
1013,1,grayish_blue
1014,1,grayish_blue
1015,1,grayish_blue
1016,1,grayish_blue
1017,1,grayish_blue
1018,1,grayish_blue
1019,1,grayish_blue
1020,1,grayish_blue
1021,1,grayish_blue
1022,1,grayish_blue
1023,1,grayish_blue
1024,1,grayish_blue
1025,1,grayish_blue
1026,1,grayish_blue
1027,1,grayish_blue
1028,1,grayish_blue
1029,1,grayish_blue
1030,1,grayish_blue
1031,1,grayish_blue
1032,1,grayish_blue
1033,1,grayish_blue
1034,1,grayish_blue
1035,1,grayish_blue
1036,1,grayish_blue
1037,1,grayish_blue
1038,1,grayish_blue
1039,1,grayish_blue
1040,1,grayish_blue
1041,1,grayish_blue
1042,1,grayish_blue
1043,1,grayish_blue
1044,1,grayish_blue
1045,1,grayish_blue
1046,1,grayish_blue
1047,1,grayish_blue
1048,1,grayish_blue
1049,1,grayish_blue
1050,1,grayish_blue
1051,1,grayish_blue
1052,1,grayish_blue
1053,1,grayish_blue
1054,1,grayish_blue
1055,1,grayish_blue
1056,1,grayish_blue
1057,1,grayish_blue
1058,1,grayish_blue
1059,1,grayish_blue
1060,1,grayish_blue
1061,1,black
1062,1,black
1063,1,black
1064,1,grayish_blue
1067,1,grayish_blue
1573,1,white
1574,1,white
1575,1,white
1576,1,white
1577,1,white
1578,1,white
1579,1,white
1580,1,white
1581,1,white
1582,1,white
1583,1,white
1584,1,white
1585,1,white
1586,1,white
1587,1,grayish_blue
1588,1,grayish_blue
1589,1,grayish_blue
1590,1,grayish_blue
1591,1,grayish_blue
1592,1,grayish_blue
1593,1,grayish_blue
1594,1,black
1595,1,black
1596,1,black
1597,1,black
1598,1,black
1599,1,black
1600,1,black
1601,1,black
1602,1,black
1603,1,black
1604,1,black
1605,1,black
1606,1,black
1607,1,black
1608,1,black
1609,1,black
1610,1,white
1611,1,white
1612,1,white
1613,1,white
1614,1,white
1615,1,white
1616,1,white
1617,1,white
1618,1,white
1619,1,white
1620,1,white
1621,1,white
1622,1,white
1623,1,white
1624,1,white
1625,1,white
1626,1,white
1627,1,white
1628,1,white
1629,1,white
1630,1,white
1631,1,white
1632,1,white
1633,1,white
1634,1,white
1635,1,white
1636,1,white
1637,1,white
1638,1,white
1639,1,white
1640,1,white
1641,1,white
1642,1,white
1643,1,white
1644,1,white
1645,1,white
1646,1,white
1647,1,white
1648,1,white
1649,1,white
1650,1,white
1651,1,white
1652,1,white
1653,1,white
1654,1,white
1655,1,white
1656,1,white
1657,1,white
1658,1,white
1659,1,white
1660,1,white
1661,1,white
1662,1,white
1663,1,white
1664,1,white
1665,1,white
1666,1,white
1667,1,white
1668,1,white
1669,1,white
1670,1,white
1671,1,white
1672,1,white
1673,1,white
1674,1,white
1675,1,white
1676,1,white
1677,1,white
1678,1,white
1679,1,white
1680,1,white
1680,2,white
1681,1,white
1682,1,white
1683,1,white
1684,1,white
1685,1,white
1686,1,white
1687,1,white
1687,2,grayish_blue
1688,1,white
1688,2,white
1689,1,white
1689,2,grayish_blue
1690,1,white
1690,2,white
1691,1,white
1691,2,white
1692,1,white
1692,2,grayish_blue
1693,1,white
1693,2,white
1694,1,white
1694,2,white
1695,1,white
1695,2,white
1696,1,white
1696,2,grayish_blue
1697,1,white
1697,2,grayish_blue
1698,1,white
1698,2,grayish_blue
1699,1,white
1699,2,white
1700,1,white
1700,2,white
1701,1,white
1701,2,white
1702,1,white
1702,2,white
1703,1,white
1703,2,white
1704,1,white
1704,2,white
1705,1,white
1705,2,white
1706,1,white
1706,2,white
1707,1,white
1707,2,white
1708,1,white
1708,2,white
1709,1,white
1709,2,white
1710,1,white
1710,2,white
1711,1,white
1711,2,white
1712,1,white
1712,2,white
1713,1,white
1713,2,white
1714,1,white
1714,2,white
1715,1,white
1715,2,white
1716,1,white
1716,2,white
1717,1,white
1717,2,white
1718,1,white
1718,2,white
1719,1,white
1719,2,white
1720,1,white
1720,2,white
1721,1,white
1721,2,white
1722,1,white
1722,2,white
1723,1,white
1723,2,white
1724,1,white
1724,2,white
1725,1,white
1725,2,white
1726,1,white
1726,2,white
1727,1,white
1727,2,white
1728,1,white
1728,2,white
1729,1,white
1730,1,white
1731,1,white
1732,1,white
1733,1,white
1734,1,white
1735,1,white
1736,1,white
1737,1,white
1738,1,white
1739,1,white
1740,1,white
1741,1,white
1742,1,white
1743,1,white
1744,1,white
1745,1,white
1746,1,white
1747,1,white
1748,1,white
1749,1,white
1750,1,white
1751,1,white
1752,1,white
1753,1,white
1754,1,white
1755,1,white
1756,1,white
1757,1,white
1758,1,white
1759,1,white
1760,1,white
1761,1,white
1762,1,white
1763,1,white
1764,1,white
1765,1,white
1766,1,white
1767,1,white
1768,1,white
1769,1,white
1770,1,white
1771,1,white
1772,1,white
1773,1,white
1774,1,white
1775,1,white
1776,1,white
1777,1,white
1778,1,white
1779,1,white
1811,1,grayish_blue
1812,1,black
1813,1,black
1814,1,black
1815,1,black
1816,1,black
1817,1,black
1818,1,black
1819,1,black
1820,1,black
1821,1,black
1822,1,black
1823,1,black
1824,1,black
1825,1,black
1826,1,black
1827,1,black
1828,1,black
1829,1,black
1830,1,black
1831,1,black
1832,1,black
1833,1,black
1834,1,black
1835,1,black
1836,1,black
1837,1,black
1838,1,black
1839,1,black
1840,1,black
1841,1,black
1842,1,black
1843,1,black
1844,1,black
1845,1,black
1846,1,black
1847,1,black
1848,1,black
1849,1,black
1850,1,black
1851,1,black
1852,1,black
1853,1,black
1854,1,black
1855,1,black
1856,1,black
1857,1,black
1858,1,black
1859,1,black
1860,1,grayish_blue
1861,1,grayish_blue
1862,1,grayish_blue
1863,1,black
1864,1,black
1865,1,black
1866,1,black
1867,1,black
1868,1,black
1869,1,black
1870,1,black
1871,1,black
1872,1,grayish_blue
1873,1,grayish_blue
1874,1,grayish_blue
1875,1,black
1876,1,black
1877,1,black
1878,1,black
1879,1,grayish_blue
1880,1,grayish_blue
1881,1,grayish_blue
1882,1,grayish_blue
1883,1,grayish_blue
1884,1,grayish_blue
1885,1,grayish_blue
1886,1,grayish_blue
1887,1,grayish_blue
1888,1,grayish_blue
1889,1,black
1890,1,grayish_blue
1891,1,grayish_blue
1892,1,grayish_blue
1893,1,grayish_blue
1894,1,grayish_blue
1895,1,grayish_blue
1896,1,grayish_blue
1897,1,grayish_blue
1898,1,grayish_blue
1899,1,black
1900,1,grayish_blue
1901,1,grayish_blue
1902,1,grayish_blue
1903,1,grayish_blue
1904,1,grayish_blue
1905,1,grayish_blue
1906,1,grayish_blue
1907,1,black
1908,1,grayish_blue
1909,1,grayish_blue
1910,1,grayish_blue
1911,1,grayish_blue
1912,1,grayish_blue
1913,1,grayish_blue
1914,1,grayish_blue
1915,1,grayish_blue
1916,1,grayish_blue
1917,1,grayish_blue
1918,1,grayish_blue
1919,1,grayish_blue
1920,1,grayish_blue
1921,1,grayish_blue
1922,1,grayish_blue
1923,1,grayish_blue
1924,1,grayish_blue
1925,1,grayish_blue
1926,1,grayish_blue
1927,1,grayish_blue
1928,1,grayish_blue
1929,1,grayish_blue
1930,1,grayish_blue
1931,1,grayish_blue
1932,1,grayish_blue
1950,1,grayish_blue
